month,state,soil type,seed type,weather condition,irrigation,fertilizer usage,pesticide usage,corn price(INR/kg),quality
October,Nagaland,Alluvial soil,Open-pollinated,Cold and dry,Yes,196,108,28,Silkcut
April,Sikkim,Black soil,Open-pollinated,Warm and dry,Yes,272,31,30,Pure
January,Jharkhand,Sandy loam,Hybrid,Warm and dry,Yes,279,22,20,Pure
February,Uttar Pradesh,Red soil,Open-pollinated,Warm and dry,Yes,270,41,27,Silkcut
April,Haryana,Clay loam,Hybrid,Warm and dry,Yes,148,39,21,Silkcut
January,Sikkim,Laterite soil,Hybrid,Hot and humid,Yes,301,126,26,Pure
December,Haryana,Sandy soil,Open-pollinated,Monsoon,Yes,150,70,46,Silkcut
December,Tripura,Alluvial soil,Hybrid,Warm and dry,Yes,278,92,45,Pure
May,Sikkim,Sandy loam,Hybrid,Cold and dry,Yes,271,129,38,Broken
June,Mizoram,Clay loam,Hybrid,Hot and dry,No,286,61,29,Silkcut
September,Uttar Pradesh,Red soil,Hybrid,Hot and humid,Yes,286,127,42,Broken
January,Nagaland,Sandy loam,Hybrid,Hot and humid,No,120,20,40,Pure
April,Bihar,Black soil,Hybrid,Hot and humid,Yes,181,40,21,Broken
January,Punjab,Sandy loam,Hybrid,Warm and dry,Yes,120,21,38,Pure
August,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,221,128,26,Pure
February,Jharkhand,Red soil,Open-pollinated,Warm and dry,Yes,279,68,21,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,31,26,Silkcut
April,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,284,69,27,Silkcut
March,Uttar Pradesh,Laterite soil,Hybrid,Hot and dry,Yes,180,40,21,Pure
February,Assam,Red soil,Open-pollinated,Hot and humid,Yes,284,40,29,Broken
August,Tripura,Clay loam,Hybrid,Hot and dry,Yes,279,41,29,Pure
May,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,274,41,21,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,347,106,42,Pure
November,Mizoram,Sandy loam,Hybrid,Cold and dry,Yes,285,31,30,Pure
June,Haryana,Black soil,Open-pollinated,Hot and humid,Yes,178,40,40,Silkcut
November,Tripura,Red soil,Hybrid,Hot and dry,Yes,216,123,21,Pure
March,Bihar,Black soil,Hybrid,Warm and dry,Yes,120,50,45,Broken
March,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,200,126,39,Pure
January,Jharkhand,Black soil,Hybrid,Hot and dry,Yes,178,41,25,Pure
March,Uttar Pradesh,Peaty soil,Hybrid,Warm and dry,Yes,179,40,21,Broken
March,Nagaland,Clay soil,Hybrid,Warm and dry,Yes,178,69,20,Pure
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,149,30,30,Silkcut
March,Haryana,Peaty soil,Open-pollinated,Warm and dry,Yes,351,126,40,Pure
March,Nagaland,Red soil,Hybrid,Hot and dry,Yes,352,102,27,Broken
March,Jharkhand,Sandy soil,Hybrid,Hot and dry,Yes,120,70,39,Discolored
December,Bihar,Red soil,Open-pollinated,Monsoon,Yes,299,31,28,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,149,31,26,Silkcut
August,Nagaland,Peaty soil,Open-pollinated,Warm and dry,Yes,281,61,39,Discolored
July,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,283,42,29,Pure
March,West Bengal,Sandy soil,Open-pollinated,Hot and humid,Yes,181,40,25,Silkcut
January,Nagaland,Sandy loam,Hybrid,Hot and dry,Yes,120,103,21,Pure
March,Sikkim,Alluvial soil,Hybrid,Hot and humid,Yes,181,123,39,Broken
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,179,40,21,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,31,25,Silkcut
March,Uttar Pradesh,Laterite soil,Hybrid,Hot and humid,Yes,178,40,45,Broken
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,177,124,21,Discolored
February,Mizoram,Red soil,Open-pollinated,Hot and humid,Yes,149,31,28,Silkcut
June,Sikkim,Black soil,Open-pollinated,Monsoon,Yes,120,70,40,Pure
December,Sikkim,Red soil,Open-pollinated,Hot and humid,Yes,202,30,29,Discolored
June,West Bengal,Black soil,Hybrid,Warm and dry,Yes,149,41,31,Silkcut
March,Uttar Pradesh,Red soil,Open-pollinated,Cold and dry,Yes,291,41,21,Broken
June,Jharkhand,Black soil,Hybrid,Monsoon,Yes,287,41,37,Broken
February,Haryana,Red soil,Open-pollinated,Hot and humid,Yes,303,30,34,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,21,Pure
October,Jharkhand,Laterite soil,Open-pollinated,Monsoon,Yes,283,130,40,Discolored
January,Jharkhand,Peaty soil,Hybrid,Hot and dry,No,216,40,20,Pure
December,Sikkim,Red soil,Hybrid,Hot and dry,Yes,199,105,46,Discolored
March,Uttar Pradesh,Clay soil,Hybrid,Hot and humid,Yes,180,40,41,Silkcut
October,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,181,121,39,Silkcut
March,Uttar Pradesh,Black soil,Hybrid,Warm and dry,Yes,179,31,32,Broken
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,180,39,21,Broken
January,Jharkhand,Sandy loam,Hybrid,Hot and dry,No,120,21,21,Pure
June,Meghalaya,Clay loam,Open-pollinated,Cold and dry,Yes,291,101,44,Pure
March,Mizoram,Alluvial soil,Open-pollinated,Hot and dry,Yes,287,126,21,Pure
February,Bihar,Clay loam,Hybrid,Warm and dry,Yes,178,104,28,Silkcut
October,Mizoram,Black soil,Hybrid,Cold and dry,Yes,254,73,30,Discolored
February,Tripura,Sandy soil,Hybrid,Hot and dry,Yes,201,108,20,Pure
December,Nagaland,Clay soil,Hybrid,Hot and dry,Yes,258,97,44,Discolored
August,Sikkim,Red soil,Open-pollinated,Warm and dry,Yes,198,130,44,Silkcut
February,Haryana,Clay loam,Open-pollinated,Hot and humid,Yes,277,29,21,Silkcut
May,Meghalaya,Clay soil,Open-pollinated,Warm and dry,Yes,288,130,40,Discolored
February,Nagaland,Clay loam,Open-pollinated,Warm and dry,Yes,150,31,29,Silkcut
December,Sikkim,Red soil,Hybrid,Monsoon,Yes,351,20,34,Discolored
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,21,20,Pure
September,West Bengal,Sandy loam,Hybrid,Hot and dry,Yes,180,40,21,Silkcut
October,Mizoram,Red soil,Hybrid,Hot and dry,No,217,21,21,Pure
December,Meghalaya,Red soil,Open-pollinated,Monsoon,Yes,279,130,44,Discolored
August,Sikkim,Red soil,Open-pollinated,Cold and dry,Yes,274,72,42,Discolored
March,Sikkim,Red soil,Open-pollinated,Warm and dry,Yes,148,29,32,Broken
July,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,120,107,42,Pure
August,Haryana,Sandy loam,Hybrid,Hot and dry,No,122,127,27,Pure
January,Punjab,Clay soil,Hybrid,Hot and dry,No,120,21,37,Pure
March,Mizoram,Black soil,Hybrid,Warm and dry,Yes,121,29,21,Silkcut
February,Mizoram,Alluvial soil,Hybrid,Warm and dry,Yes,292,41,27,Silkcut
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,218,53,42,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,30,27,Silkcut
August,Mizoram,Clay soil,Open-pollinated,Hot and dry,Yes,218,128,42,Pure
May,Sikkim,Clay loam,Hybrid,Warm and dry,Yes,202,29,21,Silkcut
April,Sikkim,Black soil,Open-pollinated,Monsoon,Yes,285,40,29,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,199,40,26,Broken
March,Haryana,Clay soil,Hybrid,Warm and dry,No,179,39,41,Broken
March,Assam,Black soil,Hybrid,Warm and dry,Yes,298,41,21,Broken
January,Tripura,Red soil,Hybrid,Hot and dry,Yes,277,126,36,Pure
February,Haryana,Red soil,Open-pollinated,Warm and dry,Yes,219,71,27,Discolored
March,Uttar Pradesh,Sandy soil,Open-pollinated,Hot and humid,Yes,245,79,44,Broken
July,Mizoram,Alluvial soil,Hybrid,Hot and humid,Yes,293,30,29,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,29,26,Silkcut
October,Bihar,Red soil,Hybrid,Cold and dry,Yes,280,107,21,Discolored
November,West Bengal,Black soil,Open-pollinated,Hot and humid,Yes,292,30,29,Pure
June,Tripura,Laterite soil,Hybrid,Monsoon,Yes,284,129,21,Pure
October,Jharkhand,Clay soil,Open-pollinated,Cold and dry,Yes,263,127,40,Discolored
May,Sikkim,Sandy soil,Hybrid,Warm and dry,Yes,296,79,33,Pure
March,Nagaland,Sandy soil,Open-pollinated,Hot and humid,Yes,120,41,26,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,149,30,30,Silkcut
November,Mizoram,Alluvial soil,Hybrid,Monsoon,No,286,125,28,Pure
October,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,179,30,21,Silkcut
August,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,22,26,Pure
May,Meghalaya,Alluvial soil,Hybrid,Hot and humid,Yes,120,30,21,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,31,20,Silkcut
February,Mizoram,Clay loam,Open-pollinated,Warm and dry,Yes,288,29,28,Silkcut
February,Jharkhand,Laterite soil,Hybrid,Hot and humid,Yes,286,130,46,Silkcut
March,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,120,41,21,Broken
November,Mizoram,Laterite soil,Open-pollinated,Monsoon,Yes,347,31,25,Silkcut
December,Meghalaya,Red soil,Open-pollinated,Warm and dry,Yes,296,106,41,Discolored
July,Nagaland,Black soil,Hybrid,Warm and dry,Yes,244,20,27,Silkcut
March,Nagaland,Red soil,Open-pollinated,Cold and dry,Yes,283,31,30,Silkcut
February,Meghalaya,Sandy soil,Hybrid,Monsoon,Yes,288,128,44,Discolored
March,Sikkim,Black soil,Hybrid,Cold and dry,Yes,178,130,41,Silkcut
June,Nagaland,Sandy soil,Open-pollinated,Cold and dry,Yes,290,92,41,Discolored
March,Sikkim,Red soil,Hybrid,Hot and humid,Yes,199,107,42,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,151,32,25,Silkcut
August,Jharkhand,Black soil,Hybrid,Warm and dry,Yes,288,91,38,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,180,40,21,Discolored
December,Meghalaya,Clay soil,Hybrid,Warm and dry,Yes,286,81,39,Discolored
January,Assam,Black soil,Hybrid,Hot and humid,Yes,293,40,20,Silkcut
August,Mizoram,Black soil,Hybrid,Hot and humid,Yes,179,104,26,Discolored
January,Jharkhand,Red soil,Hybrid,Hot and humid,Yes,283,124,27,Pure
September,Meghalaya,Clay soil,Hybrid,Monsoon,Yes,120,125,28,Broken
November,Mizoram,Laterite soil,Open-pollinated,Warm and dry,Yes,180,80,25,Silkcut
March,Mizoram,Laterite soil,Hybrid,Hot and humid,Yes,122,40,21,Broken
January,Punjab,Black soil,Hybrid,Hot and dry,No,120,21,23,Pure
August,Jharkhand,Clay loam,Open-pollinated,Cold and dry,Yes,217,101,42,Discolored
August,West Bengal,Laterite soil,Open-pollinated,Warm and dry,Yes,310,30,42,Discolored
January,Punjab,Sandy soil,Hybrid,Hot and dry,Yes,120,81,20,Pure
November,Uttar Pradesh,Clay soil,Hybrid,Hot and humid,Yes,219,81,40,Broken
January,Sikkim,Red soil,Hybrid,Hot and dry,Yes,120,20,21,Pure
October,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,31,41,Silkcut
May,West Bengal,Black soil,Hybrid,Hot and humid,Yes,352,31,36,Broken
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,179,30,21,Silkcut
January,Punjab,Clay soil,Hybrid,Hot and dry,No,120,20,21,Pure
January,Jharkhand,Sandy loam,Hybrid,Hot and dry,No,120,21,21,Pure
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,148,32,21,Silkcut
January,Assam,Sandy loam,Hybrid,Hot and dry,No,120,127,21,Pure
January,Meghalaya,Black soil,Hybrid,Hot and dry,No,120,20,28,Pure
December,Sikkim,Red soil,Hybrid,Hot and humid,Yes,217,126,38,Discolored
March,Mizoram,Black soil,Hybrid,Hot and humid,Yes,182,39,32,Silkcut
July,Mizoram,Black soil,Hybrid,Hot and dry,No,218,40,21,Pure
October,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,30,30,Silkcut
June,Haryana,Black soil,Hybrid,Hot and dry,Yes,303,20,30,Pure
July,Jharkhand,Clay soil,Hybrid,Hot and humid,Yes,219,40,27,Pure
May,Jharkhand,Red soil,Hybrid,Cold and dry,Yes,289,103,40,Broken
March,Assam,Clay loam,Hybrid,Warm and dry,Yes,181,31,46,Broken
January,Jharkhand,Black soil,Hybrid,Hot and dry,No,218,20,21,Pure
March,Sikkim,Alluvial soil,Hybrid,Warm and dry,Yes,297,41,21,Discolored
April,Uttar Pradesh,Black soil,Hybrid,Warm and dry,Yes,180,69,29,Silkcut
February,Haryana,Alluvial soil,Open-pollinated,Warm and dry,Yes,149,30,22,Silkcut
May,Bihar,Laterite soil,Hybrid,Hot and humid,Yes,181,20,41,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,41,38,Pure
March,West Bengal,Sandy loam,Hybrid,Hot and humid,Yes,120,122,21,Pure
January,Punjab,Black soil,Hybrid,Hot and dry,No,120,22,21,Pure
February,Meghalaya,Clay loam,Open-pollinated,Warm and dry,Yes,286,31,26,Silkcut
January,Meghalaya,Clay soil,Hybrid,Hot and dry,No,120,20,27,Pure
March,Haryana,Red soil,Open-pollinated,Monsoon,Yes,291,129,21,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,150,31,22,Silkcut
August,Assam,Peaty soil,Hybrid,Hot and humid,Yes,287,127,28,Pure
November,Sikkim,Alluvial soil,Open-pollinated,Warm and dry,Yes,178,130,36,Silkcut
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,200,41,30,Broken
September,Punjab,Sandy loam,Hybrid,Hot and dry,No,251,21,20,Pure
August,Meghalaya,Peaty soil,Hybrid,Monsoon,Yes,291,125,40,Discolored
April,Haryana,Peaty soil,Open-pollinated,Hot and humid,Yes,278,31,29,Discolored
December,Jharkhand,Red soil,Hybrid,Hot and humid,Yes,269,30,41,Discolored
March,Bihar,Black soil,Hybrid,Hot and humid,Yes,179,40,22,Silkcut
March,Jharkhand,Red soil,Hybrid,Hot and humid,Yes,277,130,29,Discolored
December,Meghalaya,Clay soil,Open-pollinated,Monsoon,Yes,288,108,21,Broken
October,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,120,30,39,Pure
March,Uttar Pradesh,Laterite soil,Hybrid,Hot and humid,Yes,179,40,27,Broken
July,Mizoram,Red soil,Hybrid,Hot and dry,Yes,201,103,43,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,31,21,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,91,29,Silkcut
October,Mizoram,Black soil,Hybrid,Hot and humid,Yes,217,106,28,Silkcut
December,Nagaland,Laterite soil,Hybrid,Hot and humid,Yes,285,31,40,Pure
September,Mizoram,Red soil,Open-pollinated,Warm and dry,Yes,243,125,44,Pure
March,Uttar Pradesh,Clay loam,Hybrid,Hot and humid,Yes,120,40,25,Silkcut
August,Nagaland,Black soil,Hybrid,Hot and humid,Yes,283,128,36,Silkcut
March,Sikkim,Clay soil,Hybrid,Hot and humid,No,120,41,28,Pure
January,Meghalaya,Sandy loam,Hybrid,Monsoon,No,289,20,22,Pure
July,Jharkhand,Clay soil,Hybrid,Hot and dry,Yes,296,126,42,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,352,31,21,Silkcut
October,Jharkhand,Black soil,Hybrid,Hot and dry,Yes,123,21,21,Pure
April,Haryana,Black soil,Hybrid,Warm and dry,Yes,179,126,21,Broken
February,Haryana,Laterite soil,Open-pollinated,Hot and humid,Yes,267,31,24,Discolored
March,Mizoram,Alluvial soil,Hybrid,Hot and humid,Yes,285,105,41,Pure
March,Assam,Black soil,Hybrid,Hot and humid,Yes,292,40,32,Broken
September,Mizoram,Alluvial soil,Hybrid,Warm and dry,Yes,296,125,30,Discolored
January,Jharkhand,Sandy loam,Hybrid,Hot and dry,No,277,21,23,Pure
August,Uttar Pradesh,Sandy soil,Hybrid,Hot and humid,Yes,150,40,21,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,30,29,Silkcut
February,Mizoram,Alluvial soil,Open-pollinated,Warm and dry,Yes,278,30,43,Silkcut
April,Sikkim,Black soil,Open-pollinated,Hot and dry,Yes,299,20,26,Broken
February,Meghalaya,Clay loam,Open-pollinated,Warm and dry,Yes,148,30,46,Silkcut
March,Assam,Red soil,Open-pollinated,Cold and dry,Yes,179,41,21,Pure
March,Meghalaya,Peaty soil,Open-pollinated,Cold and dry,Yes,276,71,21,Pure
April,Bihar,Alluvial soil,Open-pollinated,Warm and dry,Yes,289,30,39,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,36,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,20,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,177,29,41,Silkcut
January,Punjab,Sandy soil,Hybrid,Hot and dry,No,120,21,25,Pure
November,Sikkim,Laterite soil,Open-pollinated,Cold and dry,Yes,285,128,45,Broken
June,Jharkhand,Red soil,Hybrid,Monsoon,Yes,198,60,39,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,150,32,24,Silkcut
October,West Bengal,Sandy loam,Hybrid,Hot and dry,Yes,120,22,34,Pure
February,Haryana,Sandy soil,Open-pollinated,Warm and dry,Yes,360,124,28,Silkcut
February,Haryana,Clay loam,Open-pollinated,Monsoon,Yes,292,52,29,Silkcut
August,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,343,50,25,Silkcut
February,Haryana,Clay loam,Hybrid,Warm and dry,Yes,291,31,30,Silkcut
August,Bihar,Alluvial soil,Open-pollinated,Warm and dry,Yes,300,71,42,Pure
September,Meghalaya,Alluvial soil,Hybrid,Monsoon,Yes,177,126,41,Broken
April,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,179,103,22,Broken
February,Mizoram,Clay loam,Hybrid,Warm and dry,Yes,269,51,20,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,21,Pure
December,Meghalaya,Red soil,Open-pollinated,Cold and dry,Yes,285,101,34,Discolored
July,Haryana,Clay soil,Hybrid,Warm and dry,Yes,283,105,21,Discolored
October,Assam,Black soil,Hybrid,Hot and humid,Yes,344,41,31,Broken
February,Mizoram,Red soil,Open-pollinated,Hot and humid,Yes,270,111,41,Silkcut
March,Meghalaya,Black soil,Hybrid,Warm and dry,Yes,178,130,43,Broken
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,No,288,40,29,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,No,148,30,20,Silkcut
February,Meghalaya,Sandy soil,Open-pollinated,Warm and dry,Yes,296,128,45,Discolored
February,Meghalaya,Clay loam,Open-pollinated,Warm and dry,Yes,149,31,39,Silkcut
October,Mizoram,Clay loam,Open-pollinated,Hot and dry,No,265,89,40,Discolored
June,Jharkhand,Sandy soil,Open-pollinated,Warm and dry,Yes,291,70,40,Discolored
August,Jharkhand,Red soil,Open-pollinated,Warm and dry,Yes,353,70,28,Discolored
November,Mizoram,Laterite soil,Open-pollinated,Warm and dry,Yes,289,40,26,Silkcut
January,Bihar,Sandy loam,Hybrid,Hot and dry,No,121,22,21,Pure
December,Nagaland,Red soil,Hybrid,Monsoon,Yes,286,71,29,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,150,32,32,Silkcut
February,Assam,Laterite soil,Hybrid,Hot and humid,Yes,179,125,30,Silkcut
January,Assam,Red soil,Hybrid,Hot and humid,Yes,285,42,29,Silkcut
February,Mizoram,Alluvial soil,Hybrid,Warm and dry,Yes,278,30,29,Silkcut
March,Nagaland,Alluvial soil,Open-pollinated,Warm and dry,Yes,222,32,23,Broken
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,219,124,31,Pure
March,Assam,Clay soil,Hybrid,Hot and humid,Yes,288,71,23,Broken
May,Jharkhand,Red soil,Hybrid,Monsoon,Yes,275,130,30,Silkcut
January,Nagaland,Sandy loam,Hybrid,Hot and dry,Yes,218,22,21,Pure
March,Mizoram,Black soil,Hybrid,Hot and humid,Yes,179,69,30,Pure
October,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,223,122,30,Broken
January,Assam,Sandy soil,Hybrid,Hot and humid,Yes,267,21,20,Pure
January,Bihar,Sandy soil,Hybrid,Warm and dry,Yes,276,20,42,Pure
March,Assam,Red soil,Hybrid,Hot and humid,Yes,120,40,29,Silkcut
February,Haryana,Laterite soil,Open-pollinated,Cold and dry,Yes,273,107,29,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,179,32,27,Silkcut
March,Jharkhand,Red soil,Hybrid,Monsoon,Yes,278,80,43,Discolored
January,Haryana,Red soil,Open-pollinated,Hot and humid,Yes,178,41,24,Silkcut
March,Mizoram,Black soil,Hybrid,Hot and humid,Yes,120,39,32,Pure
October,Sikkim,Clay loam,Hybrid,Warm and dry,Yes,285,106,21,Broken
December,Assam,Red soil,Open-pollinated,Monsoon,Yes,285,105,21,Discolored
September,Jharkhand,Red soil,Hybrid,Hot and humid,Yes,178,129,42,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,30,33,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,149,32,29,Silkcut
May,Bihar,Black soil,Hybrid,Hot and humid,Yes,276,71,21,Broken
February,Haryana,Clay loam,Open-pollinated,Hot and humid,Yes,299,31,21,Silkcut
December,Nagaland,Clay soil,Hybrid,Hot and dry,Yes,120,40,45,Pure
January,Nagaland,Red soil,Hybrid,Hot and humid,Yes,120,21,42,Pure
February,Haryana,Red soil,Hybrid,Hot and humid,Yes,180,30,21,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,282,29,26,Silkcut
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,120,40,26,Broken
January,Punjab,Red soil,Hybrid,Hot and dry,No,120,21,24,Pure
January,Punjab,Sandy loam,Hybrid,Hot and humid,Yes,120,21,40,Pure
January,Haryana,Sandy loam,Open-pollinated,Warm and dry,No,120,20,25,Pure
February,Bihar,Clay loam,Open-pollinated,Warm and dry,Yes,150,31,21,Silkcut
July,Meghalaya,Red soil,Hybrid,Hot and dry,Yes,290,128,42,Pure
January,Punjab,Clay soil,Hybrid,Hot and dry,No,277,21,29,Pure
February,Mizoram,Red soil,Hybrid,Hot and dry,Yes,219,72,21,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,21,25,Pure
July,Mizoram,Black soil,Hybrid,Warm and dry,Yes,302,130,43,Pure
January,Mizoram,Sandy soil,Hybrid,Cold and dry,Yes,283,30,21,Pure
August,Sikkim,Clay soil,Hybrid,Warm and dry,Yes,150,20,21,Broken
January,Uttar Pradesh,Sandy loam,Hybrid,Warm and dry,Yes,178,71,37,Discolored
October,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,270,29,27,Silkcut
January,Punjab,Alluvial soil,Hybrid,Hot and dry,Yes,123,20,22,Pure
February,Jharkhand,Sandy loam,Hybrid,Hot and dry,Yes,285,41,21,Broken
February,Uttar Pradesh,Laterite soil,Hybrid,Hot and humid,Yes,181,39,25,Broken
February,Haryana,Red soil,Open-pollinated,Hot and humid,Yes,148,28,26,Silkcut
January,Sikkim,Peaty soil,Hybrid,Hot and dry,Yes,285,41,21,Discolored
January,Punjab,Clay loam,Hybrid,Hot and dry,No,120,20,25,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,180,40,23,Broken
January,Punjab,Clay soil,Hybrid,Hot and dry,No,219,20,24,Silkcut
March,Mizoram,Alluvial soil,Hybrid,Warm and dry,Yes,311,40,21,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,31,21,Silkcut
March,Meghalaya,Laterite soil,Hybrid,Hot and humid,Yes,278,40,25,Broken
October,Sikkim,Sandy soil,Hybrid,Cold and dry,Yes,276,130,44,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,149,31,22,Silkcut
October,Uttar Pradesh,Black soil,Hybrid,Monsoon,Yes,120,129,21,Pure
March,Bihar,Sandy soil,Hybrid,Hot and humid,Yes,179,41,44,Broken
August,Nagaland,Red soil,Open-pollinated,Cold and dry,Yes,241,128,30,Silkcut
March,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,180,122,21,Broken
February,Haryana,Alluvial soil,Hybrid,Hot and humid,Yes,275,41,40,Pure
August,Nagaland,Red soil,Hybrid,Monsoon,Yes,286,106,41,Discolored
May,Uttar Pradesh,Peaty soil,Hybrid,Hot and dry,Yes,249,102,29,Broken
